,address,eth_balance,val,cumsum,index
61,0xa646e29877d52b9e2de457eca09c724ff16d0a2b,23550110000666558863697.000000000,23518.97553477461,42114093.97684105,61
62,0x4399f61795d3e50096e236a6d31ab24470c99fd5,27762010000000000000000.000000000,23235.595326086957,42137329.572167136,62
63,0xf8092d0679cc835b3d51d46163e649f2de5c680d,22499888000000000000000.000000000,22473.950533046416,42159803.52270018,63
64,0x63b69ff1dd735dcc4556257e63604a7087aef640,26566600000000000000000.000000000,22235.089130434782,42182038.611830615,64
65,0x43ab622752d766d694c005acfb78b1fc60f35b69,21704325572809991471999.000000000,21528.53459894814,42203567.14642956,65
66,0xcddf488f1c826160ee832d4f1492f00cf8557ff6,21569480000000000000000.000000000,21524.241996644294,42225091.38842621,66
67,0x7aad70f2d9a1b3e3c1c1db4ae1f1eb5c1e32ab6d,24035412410878959716330.000000000,20116.595169974782,42245207.98359618,67
68,0xffc19fe32623c6aeccdbae37f631589a45196385,19990428032778134213117.000000000,19948.501799487913,42265156.48539567,68
69,0xebec795c9c8bbd61ffc14a6662944748f299cacf,19968879590620411983839.000000000,19795.739016135267,42284952.22441181,69
70,0xd135913f966d874078822b06b50a645a665d9f6c,19792900179715200000000.000000000,19729.785064346208,42304682.009476155,70
71,0x32fac51beffb058486ecff26ea6be364efb68aac,22500010000000000000000.000000000,18831.530108695653,42323513.53958485,71
72,0x3bdc69c4e5e13e52a65f5583c23efb9636b469d6,18411996721853791619830.000000000,18393.582269871673,42341907.12185472,72
73,0xf17d119effa0dcbe24d3fa346860be851150358f,18784868978535986884855.000000000,17965.761319588197,42359872.88317431,73
74,0xb55703d907c93cfc1632c994a0202e42877c07ff,17743497160050000000000.000000000,17720.46960706499,42377593.35278137,74
75,0x92982bccb608936be803fad34c03414e888ee1de,20994994818054094576877.000000000,17571.897836849625,42395165.25061822,75
76,0xdc81b4b18881535ae033d924e6c9719348bdd3b8,17350010000000000000000.000000000,17313.621556208054,42412478.87217443,76
77,0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208,17091543237816130251703.000000000,17074.045752928927,42429552.917927355,77
78,0xd6a062cae6123c158768a5c444ca0896cc60d6b1,19624283659897766011952.000000000,16793.858132027897,42446346.77605938,78
79,0x756d64dc5edb56740fc617628dc832ddbcfd373c,16549431000550000000000.000000000,16514.721623451533,42462861.49768283,79
80,0xc7cd9d874f93f2409f39a95987b3e3c738313925,16475534165330527033717.000000000,16342.093013883466,42479203.590696715,80
81,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,16232781644736376513429.000000000,16214.374347739773,42495417.965044454,81
82,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4,16658364748643219158180.000000000,15931.982564836102,42511349.94760929,82
83,0x15c126f55a48e4fee27f864d477e8f175ce80284,16519680000000000000000.000000000,15799.34511627907,42527149.29272557,83
84,0x36eed1a4dd70f0731dd20ef76c32345185a8a042,15810209606907537932504.000000000,15796.999204495349,42542946.291930065,84
85,0x21e27a5e5513d6e65c4f830167390997aa84843a,18451906483178276007243.000000000,15443.4434696166,42558389.73539968,85
86,0x6778c14331251bbbee71414eda389dcef4bd81b8,18000000000000000000000.000000000,15065.21739130435,42573454.95279098,86
87,0x84db6ee82b7cf3b47e8f19270abde5718b936670,15027437420123845463654.000000000,14977.611699234842,42588432.56449022,87
88,0xb7e7435db2e0f3ff01dd683609d13a082e71e645,17741204414946990347827.000000000,14848.61673859694,42603281.18122882,88
89,0xea14f40846b429b6bdd013e95ac364fb1f0da051,17741204414946990347827.000000000,14848.61673859694,42618129.79796741,89
90,0xe25a329d385f77df5d4ed56265babe2b99a5436e,14609557483315897016702.000000000,14567.186376925769,42632696.98434434,90
91,0x3d019cfecd722b76807dd2fad24376306d179277,17353064433008267829115.000000000,14523.760449365616,42647220.744793706,91
92,0xb8e6d31e7b212b2b7250ee9c26c56cebbfbe6b23,14638906199999000000000.000000000,14477.684766078308,42661698.42955978,92
93,0x717e889671f07ac04b243b612b2eed394ff630ca,14350498981000000000000.000000000,14320.40145796938,42676018.831017755,93
94,0x5b97a1cd49754878630524298296abcad2b4cc2d,14347896700065658938163.000000000,14317.80463483901,42690336.635652594,94
95,0xfe80804d2e3ab78a13ce90f45b2803cf9bbd1f51,14925981683681028462113.000000000,14271.333364221335,42704607.96901681,95
96,0xcf5ea1b38380f6af39068375516daf40ed70d299,14110658596163284493453.000000000,14063.158623330599,42718671.12764014,96
97,0xfb633f47a84a1450ee0413f2c32dc1772ccaea3e,13907911484722800000000.000000000,13807.226797333396,42732478.35443748,97
98,0x23ea10cc1e6ebdb499d24e45369a35f43627062f,13789250039103635973408.000000000,13750.297355377355,42746228.651792854,98
99,0x07fa1016de4c38d5c94d1109936c6e3643edd252,15923915000000000000000.000000000,13327.624510869568,42759556.27630372,99
100,0x15855bb8e1ea1d8c143a8b2a26d6e85c7e449c12,13342084463627865119353.000000000,13029.379359011586,42772585.65566274,100
101,0x764c64b2a09b09acb100b80d8c505aa6a0302ef2,12876083829023455113641.000000000,12832.991178993256,42785418.646841735,101
102,0x3b454e25cc00d3b0259df105900e39365bb7f321,12802562389942475031609.000000000,12761.737892525565,42798180.38473426,102
103,0xaa06a9e8c44db313725f658a25f60df0ae5c1f72,12764651000000000000000.000000000,12701.124203384206,42810881.50893764,103
104,0x9286caa63c875629ba5fe3330210ec6f192a49ac,15096058861000000000000.000000000,12634.74491627174,42823516.25385392,104
105,0xb8901acb165ed027e32754e0ffe830802919727f,12583834623505931589976.000000000,12578.718689004832,42836094.97254292,105
106,0xbd02c51150a4ab6ce97b9de2025644594f3e75b8,12221282052987496862041.000000000,12195.650169487104,42848290.6227124,106
107,0x4f2083f5fbede34c2714affb3105539775f7fe64,12600003980000000000000.000000000,12050.585201802327,42860341.2079142,107
108,0xd39988dd92ffd85b9ee2b6d05148140b0b9cdee6,12021614336489987030404.000000000,12011.620753301817,42872352.82866751,108
109,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,11960000000000000000000.000000000,11942.72342064715,42884295.55208816,109
110,0x3ad2fcd6a2ce246e890826c9bcca20f06ce11083,11884010000000000000000.000000000,11859.085482382552,42896154.63757054,110
111,0xf5c9f957705bea56a7e806943f98f7777b995826,11763445800620000000000.000000000,11749.302510542306,42907903.94008108,111
112,0xcaacf7d9e40d0f4db66419d678a8d46de74b0c02,12106304884645004120300.000000000,11578.41368327967,42919482.35376436,112
113,0xf42c318dbfbaab0eee040279c6a2588fa01a961d,11539500000000000000000.000000000,11526.238239350292,42931008.59200371,113
114,0x48ec5560bfd59b95859965cce48cc244cfdf6b0c,13751332037153326547234.000000000,11509.26703109572,42942517.85903481,114
115,0xc1ebd02f738644983b6c4b2d440b8e77dde276bd,11491234384844818083848.000000000,11451.111359758068,42953968.97039457,115
116,0x12da64f9c7b4e9a73f9e177cd18c40cf307306f4,11665802325484804070339.000000000,11392.385083481253,42965361.35547805,116
117,0x80d2d68e38472da11cf7f1cc6465ddcfa8d1f778,13419224917000000000000.000000000,11231.307810967392,42976592.66328902,117
118,0x1bf68a9d1eaee7826b3593c20a0ca93293cb489a,11236536206156854377352.000000000,11225.974228271634,42987818.63751729,118
119,0x6aec4dca2e9789f627c6e174db682e4ad6bfadd4,13400000000000000000000.000000000,11215.21739130435,42999033.85490859,119
120,0xd46914c273443505563d346f98d41f6a40dff36c,13000000000000000000000.000000000,10880.434782608696,43009914.2896912,120
121,0x889edc2edab5f40e902b864ad4d7ade8e412f9b1,10779550961893670711212.000000000,10747.186417372373,43020661.47610857,121
122,0x198da095ca056c066e838eeef10caedbd81a5a08,10580570043300000000000.000000000,10558.379250423952,43031219.855358995,122
123,0x446b86a33e2a438f569b15855189e3da28d027ba,10659427135541944339761.000000000,10542.032563564611,43041761.88792256,123
124,0x8d501afb7dd7dada424b8c1f331b5909e44a043f,12461868000000000000000.000000000,10430.041695652175,43052191.92961822,124
125,0xa929022c9107643515f5c777ce9a910f0d1e490c,10422832673226576865507.000000000,10419.439087593877,43062611.36870581,125
126,0x674bdf20a0f284d710bc40872100128e2d66bd3f,10005548853929753782003.000000000,9993.339023730523,43072604.70772954,126
127,0x7b8ffa4fe43d1b476cff9d0787fc0019ca54e421,9999990000000000000000.000000000,9991.676995677235,43082596.38472522,127
128,0xfbb23038fe6cfa16aa898d7dbca7c3269bdaf258,10000000000000000000000.000000000,9979.026845637583,43092575.411570854,128
129,0x518b82370bc31ebb96922ec257d92517d7387615,10000000000000000000000.000000000,9979.026845637583,43102554.43841649,129
130,0x182e1259ef6ee45dc811132ef4ba5871f1536822,11900000000000000000000.000000000,9959.782608695652,43112514.221025184,130
131,0x3924435577d67066120589afdfbd14232eab2b7a,10000000000000000000000.000000000,9937.027707808564,43122451.24873299,131
132,0x741a816aec3b183d29117bad0906f1f15233c360,9811300894390501167825.000000000,9790.38424950479,43132241.6329825,132
133,0xf5f5b97624542d72a9e06f04804bf81baa15e2b4,9704412746662819765305.000000000,9701.072540347997,43141942.70552285,133
134,0x550f589100e379c8530c0564566d6e270ff13457,10023582826282786011283.000000000,9583.95200056863,43151526.657523416,134
135,0xfc248691a4ce26f6a8bcabcf7847e00c24f350cc,9998687596568926799340.000000000,9562.698311834816,43161089.35583525,135
136,0x0ae7106b8022a771bf1e81dcdd1eacd9a5814c94,9460356308662282174309.000000000,9441.723779167804,43170531.079614416,136
137,0xadec0cdc6adabe44f461b48358d4a8d3a7d62a95,11157230000000000000000.000000000,9338.116413043477,43179869.19602746,137
138,0xc0b16b40c6079b0a317a2febc062509cdf447f5c,11075529034198622454428.000000000,9269.73625688363,43189138.93228434,138
139,0x2a3dd3eb832af982ec71669e178424b10dca2ede,9246342267549649334221.000000000,9219.504973816436,43198358.437258154,139
140,0x74c6cfc31e8c0eafe38cfc59930d00d06c3c1ce1,9050035210000000000000.000000000,8655.411581656977,43207013.84883981,140
141,0xb9879cd06c904c2fdbc75d03534929b5e842f3a0,8737131000000000000000.000000000,8644.70718829337,43215658.556028105,141
142,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,8706987869660154360933.000000000,8643.954656318021,43224302.51068442,142
143,0x10abe2494e4525f8cd2bac772671f0e1a44c6975,10060024706940000000001.000000000,8551.021000899,43232853.53168532,143
144,0x4c0907f7ad337635a7fd414a0c7a938e0d64bf4d,8368000000000000000000.000000000,8350.44966442953,43241203.98134975,144
145,0x4745737d43f655a9c70b47a5e552ee2b0850f620,8239597896056999189827.000000000,8232.748307914633,43249436.729657665,145
146,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,8128028737210470893589.000000000,8125.231113735065,43257561.9607714,146
147,0x88aa042c4aae423e0f1bb48542b473d1dd20a807,9383000000000000000000.000000000,7975.55,43265537.510771394,147
148,0x624e0eae50f992127e804f6ae5da6ed970e36167,9395090000000000000000.000000000,7863.281847826087,43273400.79261922,148
149,0x9d217bcbd0bfae4d7f8f12c7702108d162e3ab79,7852811190711799217725.000000000,7841.410477601009,43281242.20309682,149
150,0x974f6b93fbb90b46d4169c7dc4092aab43fbfca3,8183997260000000000000.000000000,7827.136914360465,43289069.34001118,150
151,0xbc270e1095403ba700e537cad46c3fabce5a7270,7777049999999994861700.000000000,7765.715395452775,43296835.05540663,151
152,0xab7bb7959332888e44d795c6f28ee876a8469eaa,7717118000000000000000.000000000,7700.932769295302,43304535.98817593,152
153,0x1feefb0671967b711deccc3afb01220ad4a6b4ca,7998000000000000000000.000000000,7647.21052631579,43312183.198702246,153
154,0x8d15f64920dda38883b0bb44129c1f660392e167,7997222129903058108301.000000000,7646.466773328363,43319829.66547558,154
155,0xf58ea274e44c57b775d1ae635ca5f74d213f7424,7748784483022924435865.000000000,7410.901438705065,43327240.56691428,155
156,0x8408b4ff79195dd2c1b903204b3b41becc4bb486,7396189855990000000000.000000000,7380.677712835659,43334621.24462712,156
157,0x31c84a968736fcfe02a9ba274e0fa515a4a6659c,8817000000000000000000.000000000,7379.445652173913,43342000.69027929,157
158,0x8d15971781e935b07a84b9c888a1ad72628a30f1,7157036256600000000000.000000000,7142.0256939812925,43349142.71597327,158
159,0x5fdcca53617f4d2b9134b29090c87d01058e27e9,7100787366839500000000.000000000,7091.478521314015,43356234.19449459,159
160,0x9e2b6378ee8ad2a4a95fe481d63caba8fb0ebbf9,7339759019417203534955.000000000,7017.839764179606,43363252.03425877,160
161,0x7c5aaa2a20b01df027ad032f7a768ac015e77b86,7323108030000000000000.000000000,7003.786458924418,43370255.82071769,161
162,0xa43a5fa43f1c4fe1211508494ec85b6c72202a00,7000095736594000000911.000000000,6985.414327750472,43377241.23504544,162
163,0xdb0e7d784d6a7ca2cbda6ce26ac3b1bd348c06f8,6925000000000000000000.000000000,6868.911987041037,43384110.147032484,163
164,0xd9fc7fab90306757c96c62225172627ef12e588c,7180723000000000000000.000000000,6867.610078488373,43390977.757110976,164
165,0x4c854e15c2acbe3a505dc33eb6b72b8fc8a0ff00,6856913824080736969379.000000000,6848.70522812214,43397826.462339096,165
166,0x5a236a7098a862fbf1c36524422577e03d430349,7000000000000000000000.000000000,6694.767441860465,43404521.22978096,166
167,0xc234e41ae2cb00311956aa7109fc801ae8c80941,6883349215706578656009.000000000,6583.203174324024,43411104.43295528,167
168,0x354e1b45f31865132ca1c954c5b2ec9aa87c7fa8,6572276942476534556080.000000000,6559.981587757509,43417664.41454304,168
169,0x6774bcbd5cecef1336b5300fb5186a12ddd8b367,6484912813323905073618.000000000,6462.875275444463,43424127.28981849,169
170,0x858c83a0c97a3a710fd3b9167a0248d76d3b036f,7700000000000000000000.000000000,6444.565217391304,43430571.85503588,170
171,0xa2611f4488c92e1a91eb4d2a8d30110eba9925b5,6399068248771011925108.000000000,6374.27846991472,43436946.13350579,171
172,0x772396dd44ce3d347838bfec437cb32f534963f2,6304000000000000000000.000000000,6290.778523489934,43443236.91202928,172
173,0x3d680d9e80e16e582018e4ffacbde49bf9b5c154,7500621989963355056546.000000000,6277.694491599765,43449514.606520884,173
174,0x16a798dbd8fa626143bb4f06fa4724d4145d4e6e,7432000000000000000000.000000000,6220.260869565218,43455734.86739045,174
175,0x705199fe234a7a2f1bc8b95dd7d08284c8f467f1,6500000500000000000000.000000000,6216.570245639535,43461951.437636085,175
176,0x2296e122c1a20fca3cac3371357bdad3be0df079,6169113713201000000000.000000000,6142.704836004078,43468094.14247209,176
177,0x7be29fddb841584468fd5dc15bb7ab0b45a2bf4f,6416631057246831097767.000000000,6135.199870525479,43474229.342342615,177
178,0x611234fe0d32e298ab8c283df6f8bfba4c5deaf4,5907271634705115979356.000000000,5901.824801995466,43480131.16714461,178
179,0xae78736cd615f374d3085123a210448e74fc6393,5807544859631570188428.000000000,5802.595809927306,43485933.76295454,179
180,0x4905288e14f8f8ad21fa1662943475ccd2072651,5795401000000000000000.000000000,5787.783490799158,43491721.54644534,180
181,0xee7c0bf91f9ac8117b490c8e028714acbcb41364,6894000000000000000000.000000000,5769.978260869567,43497491.52470621,181
182,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,5745078069111204457781.000000000,5738.896134316609,43503230.420840524,182
183,0x0632dcc37b1fabf2cad20538a5390d23c830962e,6097550319000000000000.000000000,5685.553675824325,43508915.97451635,183
184,0xd3621b7ea5062dbcf6daa333c24c651894c5d2ea,5913668663212296990000.000000000,5654.297230615267,43514570.27174696,184
185,0x3a61da6d37493e2f248a6832f49b52af0a6f4fbb,5598746696087866457715.000000000,5587.004358218555,43520157.27610518,185
186,0x5daea26517788b1c0ddb0200c6fa6d8248076143,5818599296925404568538.000000000,5564.881304326914,43525722.157409504,186
187,0x004c26816da9219cf3408e84edd9716df4b5739a,6545362756057628159466.000000000,5478.184045830841,43531200.34145533,187
188,0xcc6fcfb8b3988043e382a481d6bf482d68897024,5454212283800648101584.000000000,5427.067896190492,43536627.40935152,188
189,0xba20996529d2722c4d9d800a7b20e96a0a235336,5422275630953351563492.000000000,5410.903408572996,43542038.31276009,189
190,0x8c33d309157553d69413d98ea853424689c0c2b1,5414172077860064168909.000000000,5405.728266135392,43547444.04102623,190
191,0x6bfad42cfc4efc96f529d786d643ff4a8b89fa52,5373330234348191048484.000000000,5368.580119218816,43552812.62114545,191
192,0x8e3a4a7208aa489cc0a1c7290070811b07e60c87,5361566669000000000000.000000000,5350.543711210115,43558163.16485666,192
193,0x72e2f4830b9e45d52f80ac08cb2bec0fef72ed9c,5360434431276180661145.000000000,5346.943405022968,43563510.10826168,193
194,0x729488d15a1b397cbd96cc02e2803af64390f44c,5241237032575000000001.000000000,5236.404320779534,43568746.51258246,194
195,0x46e9b06d8e683e28a9b1ca7ced0afe3a4f7f0b29,5432000208712932686136.000000000,5193.754585523769,43573940.267167985,195
196,0xefcc9be27e577513a7d179dca7a64d6d73f3189a,5189880621429058366309.000000000,5188.071123745979,43579128.338291734,196
197,0xd569d3cce55b71a8a3f3c418c329a66e5f714431,5132422284003340250520.000000000,5130.827307326037,43584259.16559906,197
198,0xf02e86d9e0efd57ad034faf52201b79917fe0713,6070480867993178854994.000000000,5080.728552559509,43589339.89415162,198
199,0xcde525bd723090284ee2f958c729d83cf117aff9,5312120000000000000000.000000000,5080.4868604651165,43594420.38101208,199
200,0x6d903f6003cca6255d85cca4d3b5e5146dc33925,5058323449733342315684.000000000,5051.988932138919,43599472.36994422,200
201,0xf1af6f01fd9626c851b7dea6810ee388dea5c846,5050143235235000000000.000000000,5045.486722539615,43604517.85666676,201
202,0x4d17966d33d80269fc4a25182aade7a117a3efb5,5020000000000000000000.000000000,5009.471476510067,43609527.32814327,202
203,0xe61dd9ca7364225afbfb79e15ad33864424e6ae4,4992549841209988324171.000000000,4990.467413991866,43614517.79555726,203
204,0x42fcdbd8c71485bab2b57f562ada84032188edbe,5000340000000000000000.000000000,4990.059695723685,43619507.85525298,204
205,0x3de0c040705d50d62d1c36bde0ccbad20606515a,4964100000000000000000.000000000,4959.611663652803,43624467.466916636,205
206,0x92c6a73bc849632c99fef5e880a873a6427c32c1,5074879789062500000000.000000000,4853.591426167332,43629321.0583428,206
207,0x326d9f47ba49bbaac279172634827483af70a601,4849998600000000000000.000000000,4839.82662307047,43634160.88496587,207
208,0x09528d637deb5857dc059ddde6316d465a8b3b69,5015333884845355400549.000000000,4795.363100422313,43638956.24806629,208
209,0x94b17476a93b3262d87b9a326965d1e91f9c13e7,5685103815664083296766.000000000,4758.18471528407,43643714.43278158,209
210,0x649765821d9f64198c905ec0b2b037a4a52bc373,4650548772908562641944.000000000,4630.697255665071,43648345.13003724,210
211,0x49eafa4c392819c009eccdc8d851b4e3c2dda7d0,4524983603998439805528.000000000,4488.334168760872,43652833.464206,211
212,0x6961c4d583209857318fb424d65124fa0ebb6bf5,4670447451730000000000.000000000,4466.7942198231685,43657300.258425824,212
213,0xe6a421f24d330967a3af2f4cdb5c34067e7e4d75,5283437776687698757700.000000000,4422.007704401661,43661722.266130224,213
214,0xb576491f1e6e5e62f1d8f26062ee822b40b0e0d4,4361726723435590397716.000000000,4360.282634333671,43666082.54876456,214
215,0xc22fae86443aeed038a4ed887bba8f5035fd12f0,4550000026126485957882.000000000,4350.438621471815,43670432.987386025,215
216,0xbe17d91c518f1743aa0556425421d59de0372766,4360672500000000000000.000000000,4325.353878239741,43674758.34126426,216
217,0xa1f8a6807c402e4a15ef4eba36528a3fed24e577,4248716657858679871498.000000000,4246.494370744241,43679004.83563501,217
218,0xb88f61e6fbda83fbfffabe364112137480398018,4424278019030168081181.000000000,4230.230737493757,43683235.0663725,218
219,0x85270ba7bc7a3bfba20b493be6b539ffc58bf3fb,4235999816000000000000.000000000,4227.115588197987,43687462.181960694,219
220,0xeefea562812d5aad3a56ace1ba1238423a843c66,4939545507508420930469.000000000,4134.184826936396,43691596.36678763,220
221,0x64187ae08781b09368e6253f9e94951243a493d5,4098973126319279020669.000000000,4097.711541517597,43695694.078329146,221
222,0x4ebdf703948ddcea3b11f675b4d1fba9d2414a14,4074611292174146250981.000000000,4073.2088330327374,43699767.28716218,222
223,0xaac5145f5286a3c6a06256fdfbf5b499aa965c9c,4095525963971079356142.000000000,4059.045625812192,43703826.33278799,223
224,0xede62b9947636c75da2ad95efba47e3bf05df034,4066307900000000000000.000000000,4058.7006889124473,43707885.033476904,224
